Name,Team,G,PA,AB,H,2B,3B,HR,R,RBI,BB,SO,HBP,SB,CS,AVG,OBP,SLG,OPS,wOBA,wRC+,BsR,Fld,Off,Def,WAR,playerid
Greg Pickett,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.166,0.211,0.257,0.468,0.204,20,0,0,-0.1,0,0,sa875193
Kidany Salva,Twins,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.151,0.188,0.21,0.399,0.176,0,0,0,-0.1,0,0,sa918375
Olivber Moreno,Royals,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.176,0.215,0.247,0.463,0.203,17,0,0,-0.1,0,0,sa3005778
Hector Guerrero,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.171,0.208,0.236,0.444,0.195,14,0,0,-0.1,0,0,sa3003254
Luis Toribio,Giants,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.158,0.205,0.231,0.436,0.192,16,0,0,-0.1,0,0,sa3005541
Hill Alexander,Rays,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.163,0.206,0.238,0.444,0.194,17,0,0,-0.1,0,0,sa1170495
Jimmy Barnes,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.16,0.21,0.256,0.466,0.204,20,0,0,-0.1,0,0,sa875596
Carter Aldrete,Giants,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.161,0.204,0.235,0.438,0.192,16,0,0,-0.1,0,0,sa3010008
Andre Colon,Red Sox,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.17,0.207,0.222,0.429,0.189,6,0,0,-0.1,0,0,sa3004511
Ramon Osuna,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.16,0.229,0.269,0.498,0.218,29,0,0,-0.1,0,0,sa918294
Johnathan Rodriguez,Indians,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.173,0.215,0.257,0.472,0.206,17,0,0,-0.1,0,0,sa3004147
DeAires Moses,Mariners,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.156,0.204,0.237,0.441,0.194,17,0,0,-0.1,0,0,sa829543
Jhoan Herrera,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.165,0.2,0.249,0.45,0.194,14,0,0,-0.1,0,0,sa736902
Eric Senior,Nationals,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.184,0.219,0.269,0.488,0.211,22,0,0,-0.1,0,0,sa875381
Dustin Harris,Athletics,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.182,0.22,0.261,0.481,0.209,27,0,0,-0.1,0,0,sa3010279
Rayner Santana,Giants,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.142,0.188,0.213,0.402,0.177,6,0,0,-0.1,0,0,sa3008897
Albert Inoa,Cardinals,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.17,0.216,0.218,0.434,0.193,16,0,0,-0.1,0,0,sa3008948
Jeff Moberg,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.167,0.206,0.242,0.448,0.194,13,0,0,-0.1,0,0,sa3002882
Clay Fisher,Orioles,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.165,0.196,0.228,0.423,0.185,5,0,0,-0.1,0,0,sa3009865
Makesiondon Kelkboom,Indians,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.159,0.2,0.228,0.429,0.188,5,0,0,-0.1,0,0,sa3002849
Zach Scott,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.173,0.212,0.229,0.441,0.194,14,0,0,-0.1,0,0,sa3006624
Nerio Rodriguez,Astros,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.136,0.181,0.201,0.382,0.169,0,0,0,-0.1,0,0,sa3003325
Sander Mora,Cardinals,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.165,0.208,0.207,0.415,0.185,11,0,0,-0.1,0,0,sa3006578
Jean Ramirez,Royals,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.178,0.214,0.25,0.464,0.202,17,0,0,-0.1,0,0,sa3008452
Jesus Henriquez,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.177,0.214,0.227,0.441,0.194,13,0,0,-0.1,0,0,sa871434
Junior Calderon,Royals,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.165,0.205,0.237,0.442,0.193,11,0,0,-0.1,0,0,sa3008919
Farlyn Manon,Brewers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.154,0.195,0.224,0.419,0.184,5,0,0,-0.1,0,0,sa3005900
Edilberto Mendoza,Rangers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.151,0.203,0.216,0.42,0.187,0,0,0,-0.1,0,0,sa3003240
Matt McGarry,Athletics,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.166,0.205,0.213,0.418,0.185,11,0,0,-0.1,0,0,sa3007881
Jeremiah Jackson,Angels,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.147,0.181,0.23,0.411,0.178,5,0,0,-0.1,0,0,sa3007740
Luis Rubio,Diamondbacks,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.17,0.212,0.218,0.43,0.191,10,0,0,-0.1,0,0,sa3008797
Luis Baez,Twins,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.167,0.208,0.253,0.461,0.2,17,0,0,-0.1,0,0,sa3005747
Carlos Luis,Padres,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.168,0.205,0.239,0.444,0.194,16,0,0,-0.1,0,0,sa3002860
Alvaro Gonzalez,Tigers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.164,0.2,0.217,0.416,0.184,5,0,0,-0.1,0,0,sa3005715
Elio Prado,Orioles,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.173,0.212,0.25,0.462,0.202,17,0,0,-0.1,0,0,sa3008807
Reniel Ozuna,Reds,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.174,0.221,0.263,0.484,0.211,22,0,0,-0.1,0,0,sa917151
Ceddanne Rafaela,Red Sox,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.171,0.202,0.253,0.455,0.196,11,0,0,-0.1,0,0,sa3005581
Chris Shaw,Giants,5,19,18,4,1,0,1,2,2,1,6,0,0,0,0.238,0.292,0.411,0.702,0.296,84,0,-0.1,-0.4,-0.3,0,17738
Nicolas Torres,Phillies,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.183,0.216,0.237,0.453,0.198,16,0,0,-0.1,0,0,sa3002711
Eric De La Rosa,Tigers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.168,0.212,0.245,0.457,0.2,17,0,0,-0.1,0,0,sa3006911
Dalvy Rosario,Marlins,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.164,0.195,0.225,0.42,0.183,10,0,0,-0.1,0,0,sa3005712
Yelinson Pena,Twins,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.165,0.201,0.236,0.437,0.191,10,0,0,-0.1,0,0,sa3005918
Jackson Lueck,Royals,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.163,0.219,0.236,0.455,0.202,17,0,0,-0.1,0,0,sa3007011
Anthony Espinoza,White Sox,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.169,0.204,0.219,0.423,0.186,10,0,0,-0.1,0,0,sa3008812
Jonny Homza,Padres,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.148,0.194,0.203,0.397,0.177,5,0,0,-0.1,0,0,sa3004155
Luis Hidalgo,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.171,0.205,0.267,0.472,0.203,19,0,0,-0.1,0,0,sa826653
Kiki Menendez,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.179,0.218,0.286,0.503,0.216,28,0,0,-0.1,0,0,sa3007530
Jauri Custodio,Pirates,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.184,0.213,0.259,0.472,0.204,21,0,0,-0.1,0,0,sa3008823
Nick Feight,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.186,0.221,0.284,0.504,0.217,28,0,0,-0.1,0,0,sa3004045
Cristhian Longa,Cardinals,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.154,0.187,0.215,0.402,0.176,5,0,0,-0.1,0,0,sa3003408
Joe Perez,Astros,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.152,0.187,0.239,0.427,0.184,10,0,0,-0.1,0,0,sa3006868
Jeremy Arocho,Dodgers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.168,0.213,0.215,0.428,0.191,15,0,0,-0.1,0,0,sa3004046
Matt Brooks,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.17,0.217,0.243,0.461,0.202,19,0,0,-0.1,0,0,sa918863
Yoneiry Acevedo,Tigers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.166,0.201,0.212,0.413,0.183,5,0,0,-0.1,0,0,sa3005909
JaVon Shelby,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.152,0.201,0.239,0.44,0.193,12,0,0,-0.1,0,0,sa738714
Carlos Rodriguez,Brewers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.188,0.215,0.268,0.483,0.208,21,0,0,-0.1,0,0,sa3005478
Edmond Americaan,Cubs,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.18,0.218,0.253,0.472,0.206,21,0,0,-0.1,0,0,sa3008341
Juan Bidau,Rangers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.175,0.213,0.228,0.442,0.194,4,0,0,-0.1,0,0,sa3003414
Roimer Bolivar,Rays,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.163,0.21,0.226,0.436,0.193,16,0,0,-0.1,0,0,sa3003284
Oscar Gonzalez,Phillies,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.158,0.195,0.218,0.412,0.181,4,0,0,-0.1,0,0,sa3005776
Yerdel Vargas,Athletics,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.151,0.19,0.207,0.397,0.176,4,0,0,-0.1,0,0,sa3003184
Josue Herrera,Orioles,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.16,0.199,0.241,0.44,0.191,10,0,0,-0.1,0,0,sa828287
Juan Jerez,Pirates,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.168,0.198,0.23,0.428,0.186,10,0,0,-0.1,0,0,sa3008892
Eddy Reynoso,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.152,0.186,0.218,0.403,0.176,2,0,0,-0.1,0,0,sa878527
Offerman Collado,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.168,0.205,0.211,0.416,0.185,7,0,0,-0.1,0,0,sa745014
Daiwer Castellanos,Rays,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.169,0.205,0.236,0.441,0.193,16,0,0,-0.1,0,0,sa3007302
Corbin Carroll,Diamondbacks,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.172,0.217,0.259,0.475,0.207,21,0,0,-0.1,0,0,sa3010593
Omar Rodriguez,Royals,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.153,0.189,0.209,0.398,0.175,-1,0,0,-0.1,0,0,sa3005736
Eric Wagaman,Yankees,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.176,0.217,0.272,0.488,0.211,25,0,0,-0.1,0,0,sa3002875
Jimmy Mojica,Tigers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.178,0.21,0.25,0.46,0.2,16,0,0,-0.1,0,0,sa3003260
Viandel Pena,Nationals,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.173,0.212,0.221,0.433,0.192,9,0,0,-0.1,0,0,sa3005775
Juan Barriento,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.171,0.211,0.252,0.463,0.202,18,0,0,-0.1,0,0,sa829438
Javier Godard,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.17,0.21,0.226,0.436,0.192,12,0,0,-0.1,0,0,sa737065
Yeuris Ramirez,Astros,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.147,0.191,0.227,0.418,0.183,9,0,0,-0.1,0,0,sa917291
Nick Hill,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.168,0.215,0.243,0.458,0.202,18,0,0,-0.1,0,0,sa918610
Dariel Gomez,Mariners,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.172,0.216,0.26,0.476,0.206,25,0,0,-0.1,0,0,sa872729
Julio Machado,Marlins,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.175,0.208,0.223,0.431,0.19,15,0,0,-0.1,0,0,sa3005717
Alexander Hernandez,Diamondbacks,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.162,0.2,0.233,0.432,0.189,9,0,0,-0.1,0,0,sa3002696
Joe Davis,Red Sox,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.188,0.218,0.292,0.51,0.218,25,0,0,-0.1,0,0,sa3010635
Amador Arias,Rays,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.152,0.187,0.211,0.398,0.175,4,0,0,-0.1,0,0,sa3003216
Cameron Knight,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.147,0.19,0.207,0.397,0.176,1,0,0,-0.1,0,0,sa3004131
Alexander Vargas,Yankees,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.161,0.194,0.215,0.409,0.18,4,0,0,-0.1,0,0,sa3008851
Austin O'Banion,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.161,0.211,0.247,0.458,0.201,18,0,0,-0.1,0,0,sa919007
Edwin Rodriguez,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.17,0.205,0.262,0.467,0.201,18,0,0,-0.1,0,0,sa828243
Julio Gonzalez,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.161,0.205,0.207,0.412,0.184,6,0,0,-0.1,0,0,sa3003967
Yorbin Ceuta,Astros,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.158,0.191,0.207,0.398,0.175,4,0,0,-0.1,0,0,sa956378
Brett Kinneman,Pirates,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.162,0.215,0.245,0.46,0.203,21,0,0,-0.1,0,0,sa3006668
Jesus Atencio,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.153,0.189,0.21,0.399,0.176,1,0,0,-0.1,0,0,sa740126
Jhosner Vargas,Rays,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.171,0.201,0.214,0.415,0.183,9,0,0,-0.1,0,0,sa917109
Victor Ngoepe,Pirates,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.17,0.204,0.217,0.421,0.186,9,0,0,-0.1,0,0,sa920171
Tre Carter,Padres,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.167,0.215,0.242,0.457,0.201,20,0,0,-0.1,0,0,sa918212
Angel Lopez,Rays,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.158,0.199,0.214,0.413,0.183,9,0,0,-0.1,0,0,sa3003283
Chris Givin,Padres,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.182,0.22,0.279,0.499,0.215,30,0,0,-0.1,0,0,sa3010161
Blake Sabol,Pirates,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.169,0.218,0.244,0.462,0.203,20,0,0,-0.1,0,0,sa3010269
Mitch Piatnik,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.169,0.21,0.252,0.462,0.201,18,0,0,-0.1,0,0,sa875194
Freuddy Batista,Mariners,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.139,0.173,0.205,0.379,0.166,-2,0,0,-0.1,0,0,sa3002866
Yorvis Torrealba,Rockies,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.2,0.24,0.283,0.523,0.227,20,0,0,-0.1,0,0,sa3010343
Rodolfo Nolasco,Pirates,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.177,0.211,0.256,0.467,0.203,20,0,0,-0.1,0,0,sa3008907
Jecorrah Arnold,Red Sox,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.161,0.202,0.219,0.421,0.186,4,0,0,-0.1,0,0,sa3004508
Jordy Barley,Padres,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.159,0.193,0.229,0.422,0.184,9,0,0,-0.1,0,0,sa3004148
Noelberth Romero,Orioles,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.168,0.2,0.239,0.439,0.19,9,0,0,-0.1,0,0,sa3008808
Omar Medina,Giants,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.148,0.191,0.198,0.388,0.173,4,0,0,-0.1,0,0,sa3003310
Albee Weiss,Twins,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.161,0.199,0.263,0.462,0.198,15,0,0,-0.1,0,0,sa3007292
Nate Fassnacht,Phillies,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.161,0.202,0.224,0.426,0.188,9,0,0,-0.1,0,0,sa3010594
Ramses Malave,Diamondbacks,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.149,0.197,0.207,0.404,0.18,4,0,0,-0.1,0,0,sa3006428
Aiverson Rodriguez,Rockies,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.195,0.226,0.253,0.48,0.209,9,0,0,-0.1,0,0,sa3008824
Brayan Hernandez,Marlins,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.168,0.205,0.251,0.456,0.198,20,0,0,-0.1,0,0,sa876536
Zach Clark,Brewers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.17,0.218,0.254,0.472,0.206,20,0,0,-0.1,0,0,sa915718
Lazaro Leal,White Sox,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.159,0.205,0.235,0.44,0.193,15,0,0,-0.1,0,0,sa3008940
Fabian Pertuz,Cubs,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.17,0.201,0.226,0.427,0.187,9,0,0,-0.1,0,0,sa3005500
Andy Pages,Dodgers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.156,0.196,0.264,0.46,0.198,20,0,0,-0.1,0,0,sa3005625
Mc Gregory Contreras,Blue Jays,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.167,0.202,0.252,0.454,0.196,15,0,0,-0.1,0,0,sa917178
Matt Morrow,Pirates,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.179,0.212,0.226,0.438,0.193,14,0,0,-0.1,0,0,sa3007644
Eric Rivera,Blue Jays,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.17,0.209,0.239,0.449,0.196,15,0,0,-0.1,0,0,sa1115765
William Gorman,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.164,0.206,0.258,0.463,0.201,18,0,0,-0.1,0,0,sa3004399
Jose Bermudez,Braves,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.177,0.221,0.249,0.47,0.206,20,0,0,-0.1,0,0,sa916720
Ronny Brito,Blue Jays,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.151,0.192,0.213,0.404,0.178,3,0,0,-0.1,0,0,sa917329
Daniel Rivero,Pirates,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.183,0.216,0.246,0.463,0.202,20,0,0,-0.1,0,0,sa3005525
Yoander Rivero,Nationals,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.173,0.207,0.226,0.433,0.19,8,0,0,-0.1,0,0,sa3008782
Kona Quiggle,Tigers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.163,0.209,0.241,0.45,0.198,15,0,0,-0.1,0,0,sa3010588
Henderson Perez,Cubs,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.152,0.192,0.212,0.404,0.178,3,0,0,-0.1,0,0,sa917304
Dahiandy Johnson,Rays,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.161,0.201,0.236,0.436,0.191,15,0,0,-0.1,0,0,sa3005516
Jose Polonia,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.165,0.204,0.231,0.435,0.191,11,0,0,-0.1,0,0,sa837662
Robinson Medrano,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.162,0.209,0.248,0.457,0.2,17,0,0,-0.1,0,0,sa736643
Wilson Valdez,Phillies,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.175,0.205,0.246,0.451,0.195,14,0,0,-0.1,0,0,sa3005792
Orlando Zapata,Cubs,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.174,0.209,0.235,0.444,0.195,14,0,0,-0.1,0,0,sa3008145
Ghordy Santos,Giants,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.156,0.198,0.209,0.406,0.181,8,0,0,-0.1,0,0,sa3003331
Manuel Garcia,Diamondbacks,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.155,0.196,0.211,0.406,0.18,3,0,0,-0.1,0,0,sa3006202
Kendy Moya,Angels,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.16,0.205,0.205,0.409,0.183,8,0,0,-0.1,0,0,sa917443
Luis Joseph,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.178,0.204,0.234,0.439,0.191,11,0,0,-0.1,0,0,sa828231
Juan Pineda,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.164,0.197,0.218,0.416,0.183,6,0,0,-0.1,0,0,sa872798
Jake Hoover,Rangers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.165,0.213,0.217,0.43,0.192,3,0,0,-0.1,0,0,sa3010280
Julio Francisco,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.175,0.212,0.246,0.458,0.2,17,0,0,-0.1,0,0,sa3002694
Yhostin Chirinos,Dodgers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.163,0.195,0.216,0.411,0.18,8,0,0,-0.1,0,0,sa3005521
Pablo Abreu,Brewers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.168,0.215,0.256,0.472,0.206,20,0,0,-0.1,0,0,sa3003329
Jake Alu,Nationals,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.183,0.213,0.241,0.454,0.198,14,0,0,-0.1,0,0,sa3010009
Juan Loyo,Mets,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.145,0.183,0.202,0.385,0.17,3,0,0,-0.1,0,0,sa3005948
Rafael Morel,Cubs,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.166,0.201,0.224,0.425,0.186,8,0,0,-0.1,0,0,sa3009534
Roberto Chirinos,Yankees,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.16,0.188,0.22,0.408,0.178,3,0,0,-0.1,0,0,sa3005484
Diowill Burgos,Marlins,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.161,0.204,0.249,0.454,0.197,19,0,0,-0.1,0,0,sa3005740
Jhon Solarte,Blue Jays,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.169,0.208,0.239,0.447,0.195,14,0,0,-0.1,0,0,sa3005510
Deivis Nadal,Pirates,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.166,0.202,0.217,0.419,0.184,8,0,0,-0.1,0,0,sa3008879
Gilberto Vizcarra,Padres,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.149,0.188,0.206,0.395,0.174,3,0,0,-0.1,0,0,sa3002865
Daniel Jimenez,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.183,0.211,0.249,0.46,0.2,17,0,0,-0.1,0,0,sa736876
Austin Bush,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.175,0.215,0.283,0.498,0.214,26,0,0,-0.1,0,0,sa3002832
Junior Gonzalez,Mariners,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.141,0.177,0.195,0.372,0.164,-3,0,0,-0.1,0,0,sa3006221
Billy Wilson,Indians,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.158,0.207,0.254,0.461,0.201,14,0,0,-0.1,0,0,sa3006851
Brandon Valenzuela,Padres,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.146,0.191,0.198,0.389,0.174,3,0,0,-0.1,0,0,sa3005729
Milkar Perez,Mariners,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.153,0.193,0.218,0.411,0.18,8,0,0,-0.1,0,0,sa3008883
Cam Devanney,Brewers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.163,0.2,0.228,0.428,0.188,8,0,0,-0.1,0,0,sa1170010
Dionys Vallejo,Yankees,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.151,0.191,0.211,0.402,0.178,3,0,0,-0.1,0,0,sa3007058
Kenen Irizarry,Rangers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.174,0.216,0.238,0.454,0.199,8,0,0,-0.1,0,0,sa3007310
Terry Fuller,Cardinals,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.159,0.209,0.243,0.452,0.199,19,0,0,-0.1,0,0,sa3004265
Borinquen Mendez,Yankees,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.161,0.196,0.207,0.403,0.178,3,0,0,-0.1,0,0,sa919019
Samil Polanco,White Sox,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.163,0.19,0.212,0.402,0.175,2,0,0,-0.1,0,0,sa3006676
Carlos De La Cruz,Phillies,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.17,0.21,0.26,0.471,0.204,19,0,0,-0.1,0,0,sa3006903
Francisco Ortiz,Rockies,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.175,0.214,0.241,0.455,0.2,3,0,0,-0.1,0,0,sa3003419
Matt Gorski,Pirates,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.17,0.211,0.248,0.459,0.201,19,0,0,-0.1,0,0,sa3010399
Omar Florentino,Royals,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.159,0.198,0.212,0.409,0.18,2,0,0,-0.1,0,0,sa3008758
Chase Strumpf,Cubs,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.164,0.207,0.232,0.439,0.193,13,0,0,-0.1,0,0,sa3010845
Luis Andujar,Cardinals,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.166,0.203,0.227,0.43,0.189,13,0,0,-0.1,0,0,sa3005734
Francisco Hernandez,Cardinals,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.161,0.195,0.239,0.435,0.189,13,0,0,-0.1,0,0,sa3004942
Jonatan Clase,Mariners,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.156,0.204,0.224,0.428,0.189,14,0,0,-0.1,0,0,sa3008787
Avery Tuck,Tigers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.162,0.205,0.247,0.452,0.196,14,0,0,-0.1,0,0,sa3006864
Juan Guerrero,Rockies,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.192,0.225,0.273,0.498,0.215,13,0,0,-0.1,0,0,sa3008759
Cesar Berbesi,Mets,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.158,0.196,0.203,0.399,0.177,7,0,0,-0.1,0,0,sa3008740
Esney Chacon,Tigers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.173,0.21,0.239,0.449,0.196,14,0,0,-0.1,0,0,sa3003267
Kevin Lachance,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.164,0.209,0.217,0.426,0.19,10,0,0,-0.1,0,0,sa918198
Alberoni Nunez,Tigers,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.167,0.202,0.251,0.453,0.196,14,0,0,-0.1,0,0,sa3002633
